loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,address
27200, 60 months,23.99,782.34,F,F2,GM,2 years,RENT,72000,Verified,Feb-15,Charged Off,debt_consolidation,Debt consolidation,27.63,Apr-92,9,1,10123,67,49,w,INDIVIDUAL,11,1,"4090 Sarah Islands Apt. 161
Wattsview, IL 70466"
10000, 36 months,10.49,324.98,B,B3,Receiving clerk,2 years,MORTGAGE,95000,Not Verified,Oct-16,Fully Paid,debt_consolidation,Debt consolidation,8.38,Sep-05,9,0,10117,47.9,11,w,INDIVIDUAL,1,0,"203 Travis Stream Suite 743
Michaelmouth, OH 70466"
24000, 60 months,13.98,558.19,C,C1,Associate Attorney,4 years,RENT,85000,Source Verified,Feb-14,Fully Paid,credit_card,Credit card refinancing,14.61,Oct-98,22,0,21723,59.4,38,f,INDIVIDUAL,0,0,"82177 Dean Valley Apt. 965
North George, IL 48052"
15000, 36 months,11.99,498.15,B,B3,Consultant,10+ years,MORTGAGE,74600,Not Verified,Oct-13,Fully Paid,debt_consolidation,One Payment,16.36,Mar-83,8,0,12365,84.1,24,f,INDIVIDUAL,3,0,"USNV Sims
FPO AA 29597"
31300, 36 months,13.11,1056.28,B,B4,East Georgia Regional Medical Center,7 years,MORTGAGE,70000,Verified,Dec-12,Fully Paid,debt_consolidation,great consolidation,28.89,Mar-85,12,0,39282,78.9,24,w,INDIVIDUAL,2,0,"0853 Friedman Crest
Alexabury, TX 05113"
14400, 60 months,15.31,344.93,C,C2,ATPA,< 1 year,MORTGAGE,47500,Verified,Mar-13,Fully Paid,debt_consolidation,New beginning,20.56,Feb-97,10,0,9561,56.6,30,w,INDIVIDUAL,1,0,"PSC 9254, Box 8532
APO AA 70466"
12000, 36 months,15.8,420.71,C,C3,"Newman Technology, Inc.",10+ years,MORTGAGE,90480,Not Verified,Jun-13,Fully Paid,debt_consolidation,Consolidation,18.46,Nov-91,8,0,26405,86.3,21,w,INDIVIDUAL,1,0,"248 Kimberly Locks Apt. 015
Jamieville, VT 70466"
11000, 36 months,13.98,375.85,C,C1,Supervisor,10+ years,MORTGAGE,65000,Verified,Feb-14,Fully Paid,debt_consolidation,Debt consolidation,6.33,Jun-02,11,1,9503,48.2,24,f,INDIVIDUAL,4,0,"348 Barbara Ports
Perryburgh, CO 22690"
10000, 36 months,14.99,346.61,C,C5,Vice President,3 years,RENT,95000,Verified,Jan-15,Fully Paid,debt_consolidation,Debt consolidation,26.25,Oct-93,22,1,21014,42.1,40,w,INDIVIDUAL,4,0,"618 Michael Crest
Rickyview, TN 22690"
20000, 36 months,13.33,677.07,C,C3,CPA,10+ years,MORTGAGE,85000,Source Verified,Apr-15,Fully Paid,home_improvement,Home improvement,11.2,Oct-98,13,0,49986,83.4,22,w,INDIVIDUAL,4,0,"209 Heather Drives
Ronaldfurt, GA 48052"
16000, 36 months,15.96,562.2,C,C5,New Hanover Regional Medical Center,10+ years,MORTGAGE,73000,Verified,Jan-12,Fully Paid,medical,medical expenses/credit card,19.17,Feb-00,18,0,22330,52.3,30,f,INDIVIDUAL,,0,"89359 Deleon Mission Apt. 683
Lake Samantha, CO 48052"
7625, 36 months,14.49,262.43,C,C4,cSr 1,10+ years,RENT,75000,Source Verified,Oct-14,Fully Paid,debt_consolidation,Debt consolidation,11.95,Nov-99,7,1,5251,37,14,f,INDIVIDUAL,2,1,"Unit 6948 Box 9867
DPO AP 48052"
8000, 36 months,7.69,249.55,A,A4,Fulfillment Manager,3 years,RENT,45000,Not Verified,Oct-14,Fully Paid,credit_card,Credit card refinancing,17.44,Nov-04,19,0,7476,36.5,30,w,INDIVIDUAL,0,0,"3122 Frost Parks
Millerfurt, OH 05113"
28500, 36 months,11.99,946.48,B,B3,longshoreman,10+ years,MORTGAGE,240000,Source Verified,Mar-14,Fully Paid,debt_consolidation,Debt consolidation,6.87,Nov-97,12,0,21904,67.2,26,f,INDIVIDUAL,1,0,"724 Green Square
Riggston, NC 05113"
18000, 36 months,13.11,607.45,B,B4,Del Norte County Unified School District,10+ years,MORTGAGE,88000,Not Verified,Aug-12,Fully Paid,debt_consolidation,debt consolidation,24.11,Apr-95,14,0,15302,52.2,25,f,INDIVIDUAL,1,0,"920 Hardin Ville Suite 896
Austinfort, WV 30723"
26375, 36 months,17.86,951.67,D,D5,Vice President,2 years,RENT,60000,Not Verified,Nov-14,Charged Off,debt_consolidation,Debt consolidation,14.3,May-01,5,0,6623,40.6,16,w,INDIVIDUAL,2,0,"548 Brian Wall
Crossstad, HI 30723"
20000, 36 months,10.49,649.96,B,B3,Manager of Engineering,10+ years,MORTGAGE,164732,Source Verified,Jan-15,Fully Paid,debt_consolidation,Debt consolidation,13.98,Apr-02,10,0,16583,58.4,20,w,INDIVIDUAL,3,0,"73275 Smith Square Apt. 500
Anneland, TN 70466"
9000, 36 months,12.69,301.91,C,C2,B Operater,9 years,RENT,85000,Verified,Jul-15,Fully Paid,debt_consolidation,Debt consolidation,16.9,Dec-04,9,0,6722,63.4,12,f,INDIVIDUAL,0,0,"330 Diana Summit Apt. 989
Port Veronicaville, MT 00813"
15000, 36 months,9.67,481.69,B,B1,E-5,10+ years,MORTGAGE,58164,Source Verified,Feb-14,Fully Paid,debt_consolidation,Debt consolidation,18.05,Apr-03,9,0,15445,74.6,33,w,INDIVIDUAL,1,0,"141 Jennifer Club Suite 584
West Kevin, PA 00813"
12500, 36 months,11.14,410.07,B,B2,Center for Employment Training,1 year,MORTGAGE,55000,Not Verified,Oct-12,Fully Paid,debt_consolidation,Clean-Up,15.25,Mar-00,8,0,14115,41.2,13,f,INDIVIDUAL,0,0,"7391 Nancy Dale
Jacksonstad, MT 05113"
8875, 36 months,18.24,321.93,D,D5,,,MORTGAGE,50000,Source Verified,Nov-14,Fully Paid,debt_consolidation,Debt consolidation,4.06,Oct-85,7,1,5145,63.5,18,w,INDIVIDUAL,0,1,"698 Marshall Estate
Davidborough, MN 00813"
10000, 36 months,5.32,301.15,A,A1,Staff Accountant,4 years,MORTGAGE,65000,Not Verified,May-15,Fully Paid,credit_card,Credit card refinancing,16.8,Jan-05,13,0,21051,49.6,57,w,INDIVIDUAL,1,0,"8834 Martin Fork Suite 825
Medinatown, MI 29597"
4000, 36 months,21.49,151.71,D,D5,Correctional Officer,10+ years,MORTGAGE,60000,Source Verified,Jul-16,Fully Paid,debt_consolidation,Debt consolidation,15.88,Jun-03,5,0,7297,38.4,23,w,INDIVIDUAL,3,0,"08680 Kathy Junctions Suite 109
West Sydney, NY 05113"
10000, 36 months,7.62,311.62,A,A3,CITY OF LA - FIRE AND POLICE PENSIONS,10+ years,MORTGAGE,85838,Not Verified,Jan-13,Fully Paid,debt_consolidation,DEBT CONSOLIDATION,16.25,Jul-85,9,0,14225,75.3,16,f,INDIVIDUAL,3,0,"928 Atkins Ville Apt. 033
Smithhaven, MI 22690"
20000, 60 months,9.99,424.85,B,B3,Teacher,10+ years,MORTGAGE,94000,Not Verified,Nov-15,Fully Paid,debt_consolidation,Debt consolidation,13.85,May-78,11,0,14642,28.5,25,w,INDIVIDUAL,3,0,"93780 Jennings Row Apt. 643
Mitchellfort, MA 70466"
34800, 36 months,18.99,1275.46,E,E1,Human Resource Manager,6 years,RENT,78000,Verified,Sep-14,Fully Paid,car,Car financing,2.89,Aug-99,10,0,659,3.8,26,f,INDIVIDUAL,1,0,"92225 Aaron Station
Maryborough, OR 22690"
5000, 36 months,12.12,166.36,B,B3,New Dimensions,7 years,MORTGAGE,24000,Not Verified,Jun-13,Fully Paid,debt_consolidation,pay off my debt,22.75,Feb-94,7,0,4155,26.8,25,f,INDIVIDUAL,3,0,"2851 Heather Gardens
Lake William, NV 22690"
15000, 36 months,13.05,505.78,B,B5,Duff and Phelps LLC,6 years,MORTGAGE,64500,Verified,Aug-13,Fully Paid,credit_card,Credit card refinancing,26.4,Aug-00,14,0,12964,46.3,29,f,INDIVIDUAL,2,0,"3151 Mary Brooks Suite 058
Penningtonton, MI 22690"
25000, 60 months,14.64,590.04,C,C3,Physician,10+ years,MORTGAGE,210000,Not Verified,Apr-14,Fully Paid,debt_consolidation,Debt consolidation,9.58,Aug-88,12,0,24429,49.9,29,f,INDIVIDUAL,4,0,"55562 Duncan Shore Suite 406
South Nichole, UT 00813"
5075, 36 months,17.27,181.63,C,C5,Walmart,10+ years,MORTGAGE,53000,Verified,Jan-13,Fully Paid,credit_card,refi,24.93,Feb-01,14,0,16446,94,33,w,INDIVIDUAL,4,0,"3434 Aaron Center Apt. 863
Garzatown, DC 30723"
7500, 36 months,14.99,259.96,C,C5,Personal Trainer,3 years,RENT,20000,Not Verified,Jan-15,Fully Paid,credit_card,Credit card refinancing,27.91,Sep-10,8,0,4838,56.9,11,w,INDIVIDUAL,0,0,"584 Anderson Camp Apt. 958
Lake Jillland, AL 70466"
35000, 60 months,23.28,992.31,F,F2,Berne-Knox-Westerlo Central School Distr,10+ years,MORTGAGE,78000,Verified,Mar-13,Fully Paid,debt_consolidation,Consolidation,20.62,May-89,9,0,39415,92.1,17,f,INDIVIDUAL,3,0,"PSC 2746, Box 0900
APO AE 29597"
4950, 36 months,14.65,170.75,C,C5,Journey wireman,< 1 year,MORTGAGE,60000,Verified,Jul-15,Fully Paid,debt_consolidation,Debt consolidation,19.88,Dec-02,8,1,3479,49.7,20,f,INDIVIDUAL,2,1,"6021 Ferguson Court Suite 591
Johnstad, DE 22690"
12000, 36 months,13.33,406.24,C,C3,Business Customer Service Analyst,10+ years,RENT,65000,Source Verified,Apr-15,Charged Off,debt_consolidation,Debt consolidation,20.39,Oct-96,21,0,23963,57.1,38,w,INDIVIDUAL,0,0,"8950 Christian Rapids Apt. 348
Jacobton, CA 22690"
12000, 36 months,5.79,232.01,A,A2,Technisand,4 years,MORTGAGE,55000,Not Verified,Nov-10,Fully Paid,other,debt consolidation,9.01,Aug-93,9,0,5747,14.1,19,f,INDIVIDUAL,,0,"66635 Reginald Prairie Suite 440
Allisontown, ND 29597"
17600, 36 months,13.11,593.95,B,B4,Blue River Productions,4 years,RENT,50000,Not Verified,Mar-13,Fully Paid,debt_consolidation,Lending Club Debt Consolidation,25.01,Apr-07,9,0,16787,69.7,11,f,INDIVIDUAL,0,0,"08915 Gallagher Mountains
West Dustinfort, MN 00813"
10000, 36 months,6.62,307.04,A,A2,Kohler,1 year,MORTGAGE,43900,Not Verified,Oct-12,Fully Paid,credit_card,No More Credit Card Debt!,13.86,May-97,16,0,4575,15.3,19,f,INDIVIDUAL,1,0,"419 Julie Underpass Suite 909
New Charlesfurt, AK 22690"
13475, 60 months,19.29,351.71,E,E4,Juniper Networks,4 years,RENT,121392,Verified,Jul-11,Fully Paid,debt_consolidation,Planning to pay off in less than 3 yrs,15.72,Jan-06,5,0,0,0,16,f,INDIVIDUAL,,0,"30962 Pope Brook Suite 077
Stephaniechester, WV 05113"
18000, 36 months,12.69,603.81,C,C2,Foreman,2 years,OWN,51500,Source Verified,Sep-15,Fully Paid,credit_card,Credit card refinancing,15.51,Apr-95,16,0,9482,18.6,21,w,INDIVIDUAL,1,0,"68189 Nelson Extension Suite 851
Port Andrew, VT 29597"
16475, 60 months,19.99,436.4,E,E3,Logistics and Tranportation,10+ years,MORTGAGE,55000,Verified,Nov-14,Fully Paid,debt_consolidation,Debt consolidation,20.18,Jun-93,7,0,38742,88.5,29,w,INDIVIDUAL,3,0,"509 Larry Roads
Port Megan, IA 48052"
10150, 36 months,19.22,373.19,D,D4,Team Lead Loss Mitigation-FHLMC,2 years,RENT,48360,Source Verified,Feb-14,Fully Paid,debt_consolidation,Debt consolidation,27.47,Sep-09,9,0,8006,69.6,18,f,INDIVIDUAL,0,0,"220 Sullivan Pines
East Jean, FL 30723"
15250, 36 months,16.29,538.34,C,C4,Commonwealth of massachusetts,5 years,RENT,44000,Not Verified,May-13,Fully Paid,debt_consolidation,Bills,24.3,Oct-98,17,0,12775,92.6,24,f,INDIVIDUAL,1,0,"462 Wolf Meadow Suite 348
Derekshire, KS 00813"
20000, 60 months,25.89,597.51,G,G3,NYC  Human Resource Administration,4 years,OWN,90000,Verified,Jul-13,Charged Off,wedding,Wedding ,29.21,Jan-99,12,0,6245,35.3,24,w,INDIVIDUAL,0,0,"2340 Veronica Extension Suite 429
Houseland, ID 93700"
6900, 36 months,16.99,245.97,D,D3,3rd Grade Teacher,< 1 year,MORTGAGE,39000,Verified,Aug-14,Fully Paid,home_improvement,Home improvement,6.46,Jun-99,5,2,3787,30.8,15,f,INDIVIDUAL,3,0,"0419 Thompson Isle Suite 419
East Jacquelineview, OR 05113"
20400, 60 months,18.24,520.7,D,D5,Sales Representative,4 years,RENT,51000,Source Verified,Aug-14,Charged Off,debt_consolidation,Debt consolidation,32.72,Oct-94,25,1,13284,26,38,w,INDIVIDUAL,0,0,"95540 Barnes Summit Suite 139
North Corey, MI 93700"
2400, 36 months,8.18,75.41,B,B1,Grounds keeper,2 years,RENT,49464,Not Verified,Jul-15,Fully Paid,other,Other,17.2,May-96,8,0,2619,54.6,25,w,INDIVIDUAL,2,0,"Unit 9645 Box 3794
DPO AA 22690"
4200, 36 months,14.54,144.66,D,D1,etr associates,5 years,RENT,41000,Not Verified,Mar-11,Fully Paid,debt_consolidation,Debt Consolidation Loan,4.45,May-07,6,0,4009,87.5,7,f,INDIVIDUAL,,0,"0815 Veronica Branch
Robinsonton, MN 05113"
3000, 36 months,9.49,96.09,B,B2,Staff Assistant,10+ years,MORTGAGE,65839,Source Verified,Jul-16,Fully Paid,debt_consolidation,Debt consolidation,8.55,Jun-05,7,0,9915,73.4,23,w,INDIVIDUAL,4,0,"PSC 2605, Box 5324
APO AA 48052"
25000, 36 months,12.12,831.8,B,B3,,10+ years,RENT,90000,Source Verified,Mar-12,Fully Paid,other,Major Purchase,15.53,Jan-01,12,0,14281,58.3,22,f,INDIVIDUAL,,0,"87600 Connie Inlet Suite 338
West Gabriel, NM 30723"
6625, 36 months,14.09,226.72,B,B5,home depot,10+ years,RENT,42000,Verified,May-13,Fully Paid,credit_card,consoladate,4.51,Jan-00,7,1,3974,40.1,36,f,INDIVIDUAL,6,1,"881 Harris Skyway Suite 307
Kellystad, ND 05113"
28000, 36 months,8.19,879.88,A,A5,Pharmacist,2 years,RENT,100000,Source Verified,Nov-14,Fully Paid,credit_card,Credit card refinancing,19.92,Jan-01,22,0,48323,70.9,45,w,INDIVIDUAL,3,0,"PSC 5298, Box 0538
APO AE 00813"
6625, 36 months,15.8,232.27,C,C3,ability house,10+ years,OWN,25000,Not Verified,May-13,Charged Off,credit_card,Credit card refinancing,19.34,Apr-00,13,0,13682,69.1,21,w,INDIVIDUAL,0,0,"05352 Charles Parkways Apt. 066
West Deborahland, NJ 30723"
35000, 60 months,22.99,986.47,F,F1,Half owner,8 years,OWN,250000,Verified,Jan-15,Fully Paid,debt_consolidation,Debt consolidation,14.62,Sep-87,7,0,657,32.8,31,w,INDIVIDUAL,8,0,"0753 Thomas Rue Apt. 166
West Beth, CO 70466"
4000, 36 months,11.53,131.97,B,B5,office Manager,10+ years,MORTGAGE,60000,Not Verified,May-15,Fully Paid,credit_card,Credit card refinancing,15.7,Aug-98,5,2,14014,67.1,11,f,INDIVIDUAL,3,0,"4349 Lisa Estate
West Susan, DE 05113"
8275, 36 months,9.25,264.11,A,A5,Candy Maker,10+ years,OWN,25000,Source Verified,Oct-13,Fully Paid,debt_consolidation,Debt consolidation,31.87,Oct-93,10,0,15486,46.8,15,f,INDIVIDUAL,0,0,"216 Matthew Port Suite 231
Stephanieburgh, OK 22690"
17000, 60 months,8.39,347.89,A,A5,Charge Nurse,7 years,MORTGAGE,76000,Verified,Oct-14,Fully Paid,debt_consolidation,Debt consolidation,20.39,Feb-01,22,0,2172,2.4,35,w,INDIVIDUAL,4,0,"529 Newton Mews Suite 951
Lake Mark, VT 30723"
35000, 36 months,12.29,1167.36,C,C1,Comptroller,10+ years,MORTGAGE,130000,Source Verified,Sep-15,Charged Off,debt_consolidation,Debt consolidation,25.29,Jan-03,15,0,30712,75.3,28,w,INDIVIDUAL,2,0,"10575 Maxwell Islands
Kimberlymouth, IA 93700"
18000, 36 months,6.03,547.84,A,A1,water plant operator,2 years,MORTGAGE,42000,Not Verified,Jan-15,Charged Off,debt_consolidation,Debt consolidation,6.74,Jan-95,4,0,6706,21.2,27,f,INDIVIDUAL,6,0,"USNS Roberts
FPO AA 11650"
15000, 36 months,16.29,529.51,C,C4,USAF,9 years,RENT,72000,Source Verified,Nov-12,Fully Paid,debt_consolidation,Pay Bills,23.63,Oct-05,9,0,12468,64.8,27,f,INDIVIDUAL,0,0,"483 Roth Stravenue Suite 634
Lake Brandon, DE 70466"
13000, 36 months,11.67,429.74,B,B4,,,RENT,58000,Verified,Oct-14,Charged Off,debt_consolidation,Debt consolidation,30.56,Jul-88,17,0,12275,44.6,48,f,INDIVIDUAL,2,0,"USNS Hawkins
FPO AA 70466"
21150, 36 months,13.11,713.75,B,B4,"Audience, Inc.",2 years,RENT,52000,Not Verified,Jan-13,Fully Paid,debt_consolidation,Demolish Credit Card Debt,23.26,May-00,15,0,25926,54.5,27,f,INDIVIDUAL,0,0,"65042 Lane Course Apt. 041
Sandersview, NV 22690"
17325, 60 months,14.33,406.1,C,C2,four seasons hotel,6 years,RENT,40000,Source Verified,Sep-13,Fully Paid,debt_consolidation,Debt consolidation,24,Aug-01,9,0,14326,58.7,15,f,INDIVIDUAL,0,0,"5760 Jennifer Underpass Apt. 998
East Jessica, KS 70466"
25000, 60 months,11.44,549.07,B,B4,Store Manager,10+ years,MORTGAGE,99000,Verified,Jan-15,Fully Paid,debt_consolidation,Debt consolidation,33.01,Jun-81,26,0,29067,39.2,49,w,INDIVIDUAL,3,0,"37658 Pugh Rest
West Patriciatown, WV 30723"
10000, 36 months,8.19,314.25,A,A5,Treasury Analyst ,4 years,RENT,65000,Source Verified,Feb-15,Fully Paid,credit_card,Credit card refinancing,23.19,Dec-03,19,0,20596,73.6,30,w,INDIVIDUAL,0,0,"6900 Scott Motorway
North Jennifer, RI 05113"
23050, 36 months,6.03,701.54,A,A1,,,MORTGAGE,150000,Source Verified,Aug-14,Fully Paid,debt_consolidation,Debt consolidation,11.44,Feb-98,18,0,10201,13.6,67,f,INDIVIDUAL,11,0,"474 Martin Shore Apt. 673
New Joshua, AR 70466"
12000, 36 months,13.11,404.97,B,B4,United Parcel Service,10+ years,RENT,39000,Verified,May-13,Fully Paid,debt_consolidation,Lconsolidate,23.4,Nov-96,8,0,15342,78.3,11,w,INDIVIDUAL,0,0,"96476 Walters Wells Apt. 837
Rileyberg, MD 30723"
15350, 36 months,19.05,563.06,D,D4,Calcasieu parish school board,10+ years,MORTGAGE,72000,Source Verified,Dec-12,Fully Paid,debt_consolidation,Debt consolidation,32.6,Aug-96,10,0,23711,101.8,49,f,INDIVIDUAL,5,0,"703 Miller Pike Suite 175
New David, HI 30723"
9950, 36 months,17.77,358.57,D,D1,CPSI,< 1 year,OWN,30000,Verified,Nov-12,Fully Paid,credit_card,CC Consolidate,12,Jul-01,17,0,11402,87,32,f,INDIVIDUAL,0,0,"217 Bruce Path Suite 029
Port Wendy, SD 70466"
10000, 36 months,14.09,342.22,B,B5,Columbia distributing,6 years,MORTGAGE,65000,Not Verified,Oct-12,Charged Off,other,Acting,26.44,Feb-98,6,0,18652,87.2,8,f,INDIVIDUAL,0,0,"0468 Clark Forest Apt. 691
East Nicholasview, IN 48052"
10000, 36 months,13.11,337.47,B,B4,Denver Water,4 years,RENT,45000,Not Verified,Oct-12,Fully Paid,debt_consolidation,MyLoan,17.31,Oct-00,7,0,9660,76.7,12,f,INDIVIDUAL,2,0,"646 Lewis Flats Suite 893
Ochoaborough, IN 29597"
24000, 60 months,13.33,550.14,C,C3,Field Engineer,10+ years,RENT,70500,Source Verified,Oct-15,Fully Paid,debt_consolidation,Debt consolidation,20.83,Jul-05,8,0,16563,87.2,12,w,INDIVIDUAL,0,0,"95419 Justin Ports Apt. 283
Port Gwendolyn, NH 00813"
11000, 36 months,12.99,370.59,B,B4,Senior Recruiter,10+ years,RENT,90000,Verified,Dec-13,Fully Paid,debt_consolidation,Consolidation,9.69,Aug-67,7,1,10961,74.6,21,f,INDIVIDUAL,0,1,"80071 Shaw Underpass Suite 284
Port Michelleville, AK 00813"
15000, 36 months,15.99,527.29,D,D2,Vice President,7 years,RENT,204018,Verified,Jan-15,Fully Paid,debt_consolidation,Debt consolidation,19.42,Dec-99,14,0,19805,74.2,56,f,INDIVIDUAL,4,0,"25497 Jason Stravenue
Ronaldhaven, UT 30723"
8000, 36 months,18.92,292.93,D,D4,System Administrator,3 years,RENT,85000,Not Verified,Feb-14,Fully Paid,other,Other,19.29,Oct-96,14,0,27856,55.2,28,w,INDIVIDUAL,0,0,"6842 Mcgrath Manors
Josephville, MO 05113"
23225, 60 months,20.75,625.06,E,E2,Peer Support Specialist,5 years,MORTGAGE,52800,Source Verified,Mar-16,Fully Paid,debt_consolidation,Debt consolidation,23.64,Feb-95,9,2,3241,41.6,32,w,INDIVIDUAL,4,2,"8479 Torres Corners Apt. 994
Palmerburgh, TN 70466"
17000, 36 months,10.99,556.48,B,B4,Instructor ,1 year,MORTGAGE,97000,Not Verified,Mar-15,Fully Paid,credit_card,Credit card refinancing,30.15,Sep-01,19,0,16210,68.4,34,w,INDIVIDUAL,2,0,"286 Huang Throughway Apt. 267
New John, AL 22690"
24000, 36 months,13.98,820.04,C,C3,Teacher,6 years,OWN,80000,Source Verified,Oct-14,Fully Paid,debt_consolidation,Debt consolidation,23.13,Nov-03,13,0,10879,72.5,27,f,INDIVIDUAL,0,0,"9499 Williams Island Apt. 062
Aaronstad, PA 00813"
10000, 36 months,10.65,325.74,B,B2,REstoration Technologies,3 years,MORTGAGE,49920,Not Verified,Feb-12,Fully Paid,debt_consolidation,bye bye credit cards,20.17,Jul-01,11,0,8169,61.4,14,f,INDIVIDUAL,,0,"672 Sharon Flats Apt. 725
South Christophertown, ID 48052"
10000, 36 months,12.49,334.49,B,B4,,,MORTGAGE,65000,Verified,Feb-14,Fully Paid,debt_consolidation,Debt consolidation,11.54,Jun-01,8,0,9984,65.3,15,f,INDIVIDUAL,1,0,"5958 Philip Expressway
Port Dylan, PA 00813"
15000, 36 months,18.85,548.71,D,D3,California Travel and Tourism Commission,5 years,MORTGAGE,260000,Verified,Aug-13,Fully Paid,wedding,Short term loan for wedding expenses,14.26,Sep-94,13,0,46675,38.3,34,f,INDIVIDUAL,9,0,"33146 Flores Shoals
Michaelfort, SC 22690"
16000, 36 months,12.99,539.03,C,C1,Manager,10+ years,MORTGAGE,65000,Verified,Jul-14,Fully Paid,medical,Medical expenses,2.98,Aug-06,3,0,7046,82.9,9,w,INDIVIDUAL,1,0,"6624 Jackson Stream
Adamborough, NC 29597"
10200, 36 months,10.59,331.96,B,B2,squeaky clean car wash,6 years,MORTGAGE,38000,Verified,Sep-11,Fully Paid,major_purchase,Arctic spa loan,24.13,Sep-02,11,0,6713,33.9,26,f,INDIVIDUAL,,0,"8007 Jennifer Street Apt. 950
East Stephen, MO 70466"
24000, 36 months,6.62,736.89,A,A2,Air Traffic Controller,5 years,MORTGAGE,107000,Not Verified,Apr-14,Fully Paid,home_improvement,Home improvement,10.97,Oct-01,11,0,21138,46.6,31,f,INDIVIDUAL,6,0,"872 Jeffrey Glens Apt. 899
Sarahfurt, WV 05113"
13475, 36 months,22.99,521.55,F,F1,Technician,2 years,RENT,60000,Source Verified,May-15,Fully Paid,debt_consolidation,Debt consolidation,29.3,Nov-09,13,0,13010,53.3,24,f,INDIVIDUAL,0,0,"296 Jackson Mission
Millerhaven, NM 29597"
25000, 36 months,12.85,840.55,B,B4,,4 years,MORTGAGE,122800,Source Verified,Jan-14,Fully Paid,debt_consolidation,Debt consolidation,14.35,Jul-00,16,0,22869,26.8,25,f,INDIVIDUAL,1,0,"624 Lisa Shores Suite 886
New Madisonshire, NM 05113"
6600, 36 months,9.17,210.41,B,B1,Security Guard,10+ years,RENT,24000,Not Verified,Jun-14,Charged Off,credit_card,Credit card refinancing,10.75,May-97,9,0,7469,51.9,20,f,INDIVIDUAL,0,0,"53544 Dawn Lakes Suite 167
New Brett, MI 70466"
19200, 60 months,19.99,508.58,E,E3,Director,3 years,MORTGAGE,60000,Source Verified,Dec-14,Fully Paid,debt_consolidation,Debt consolidation,15.9,Jun-97,11,0,20118,74.5,26,w,INDIVIDUAL,0,0,"96390 Walker Haven
Pettyburgh, MS 22690"
10000, 60 months,24.08,288.15,F,F2,Unum,10+ years,MORTGAGE,44000,Verified,Oct-13,Charged Off,debt_consolidation,Consolidated Freedom,29.1,Nov-93,11,0,4410,51.9,28,w,INDIVIDUAL,2,0,"91932 Jackson Extension Apt. 649
New Edward, MI 22690"
17400, 36 months,11.39,572.88,B,B3,Landside Officer 1,10+ years,OWN,81000,Not Verified,Oct-16,Fully Paid,other,Other,25.46,Mar-88,28,0,22092,53.5,47,w,INDIVIDUAL,1,0,"031 Marie Green
Robinberg, DC 05113"
9550, 36 months,13.65,324.78,C,C1,CSLM,7 years,RENT,45000,Not Verified,Mar-14,Fully Paid,debt_consolidation,Debt consolidation,15.57,Jul-92,9,1,2472,28,32,w,INDIVIDUAL,0,1,"6787 Laura Road Suite 971
Lake Suzanneton, AK 29597"
19200, 60 months,17.27,479.97,C,C5,Florida Seal & Rubber,5 years,MORTGAGE,67000,Source Verified,Jun-13,Fully Paid,debt_consolidation,Debt consolidation,11.02,Jul-91,7,0,11939,94,17,f,INDIVIDUAL,1,0,"56078 Amber Lock Suite 724
South Chelsea, OR 70466"
3650, 36 months,16.99,130.12,D,D3,Materials Operations Assistant,1 year,RENT,36638,Not Verified,Apr-15,Fully Paid,credit_card,Credit card refinancing,26.24,Feb-03,7,0,36222,55.6,13,f,INDIVIDUAL,0,0,"4786 Mccall Fort
South Amyburgh, VA 05113"
11750, 36 months,17.57,422.27,D,D4,Counselor,10+ years,OWN,49000,Verified,Nov-15,Charged Off,debt_consolidation,Debt consolidation,18.98,Mar-90,12,0,27200,97.1,17,f,INDIVIDUAL,0,0,"044 Garrison Wall
Lopezfort, KY 93700"
10000, 60 months,13.06,227.84,C,C2,Invesco,3 years,RENT,80000,Not Verified,Jan-11,Fully Paid,debt_consolidation,Credit Card Consolidation,15.5,Jan-94,7,0,16247,88.8,24,f,INDIVIDUAL,,0,"6094 Perez Manor
North Sonya, UT 30723"
5375, 36 months,15.61,187.94,C,C3,Server,7 years,RENT,27000,Not Verified,Nov-13,Fully Paid,debt_consolidation,free,6.84,Nov-01,13,0,3639,71.4,15,f,INDIVIDUAL,0,0,"868 Bianca Freeway Suite 644
Kimberlyhaven, NY 30723"
